passationBeforeVisit,visitor_id,age,gender,city_country_residence,nationality,french_level,diploma,one_artwork_interest,discovery_interest,crowd_tolerance,lose_interest_with_crowd,distance_tolerance,already_visited,number_visits,last_time_visited,group_or_alone,visit_duration,eye_problem,physical_sleepiness,mental_sleepiness,speed,current_emotion,motiv_curiosity,motiv_else,motiv_familyOut,motiv_price,motiv_schoolOut,motiv_weather,visitGoal_surprised,visitGoal_else,visitGoal_explore,visitGoal_inspiration,visitGoal_fun,visitGoal_interact,visitGoal_learn,visitGoal_noGoal,visitGoal_SeeAgain,visitGoal_mindOff,passationAfterVisit,art_knowledge,art_involvement,visit_rate,taking_audioguide,application_interest,appli_knowledge,satisfaction,goals_reached,device_trouble,crowd_trouble,dist_sensation,multiple_paths,recsys_personalization,diversity,theme_path,geolocalisation_acceptance,context_dependence,mood_dependence,sleepiness_dependence,end_visit_physical_sleepiness,end_visit_mental_sleepiness,panel_interest,memory_test_fr,surprise_event_fr,comments_fr,memory_test_en,surprise_event_en,comments_en,musHabit_archeo,musHabit_histArt,musHabit_castle,musHabit_contemporary,musHabit_else,musHabit_fineArt,musHabit_natHist,musHabit_nature,musHabit_none,musDisco_else,musDisco_familyFriends,musDisco_magazine,musDisco_media,musDisco_nothing,musDisco_socNetwork,wantedFunc_catalog,wantedFunc_else,wantedFunc_games,wantedFunc_map,wantedFunc_nothing,wantedFunc_reco,wantedFunc_thematicTour
2019/02/18 11:45:19 AM UTC+2,20190218-1020-FM,27,man,"Nancy, France",senegalese,Advanced,"Master's Degree, MS/MSc",3,4,3,2,3,Yes,2,A few weeks ago,alone,60,Normal vision,2,1,3,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2019/02/18 12:54:57 PM UTC+2,Low level,No involvement,rarely or never,No,Yes,Yes but I did not use it during the visit,3,3,3,2,4,4,3,4,4,2,3,4,2,4,3,4,"la culture japonaise, le ying et le yang, l'histoire de jonas, oeuvre la misère ou le pauvre, les arts graphiques","l'art japonaise, l'armoire au 1er étage, le sabre, les dragons",Rien,"japanese culture, ying and yang, the story of Jonas, working for the poor, graphic arts","japanese art, the cupboard on the 1st floor, the sword, the dragons",Nothing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1
