trajectory_id,t,x,y,floorNumber
201902181020,0.0,2611.339649300733,4703.756535661291,0
201902181020,2.0,2456.392535237071,4613.007030314742,0
201902181020,4.0,2382.4199484445403,4520.688877126861,0
201902181020,6.0,2233.4609772594267,4439.756909496546,0
201902181020,8.0,2194.339922805309,4337.053082642857,0
201902181020,10.0,2175.5754763139544,4292.721577800998,0
201902181020,12.0,2194.7779794246985,4131.015248091168,0
201902181020,14.0,2148.591820596398,3942.52929218932,0
201902181020,16.0,2134.238542030192,3689.6318759130695,0
201902181020,18.0,2060.690587101975,3596.25570769126,0
201902181020,20.0,2016.890408850379,3513.0517126672576,0
201902181020,22.0,1979.2320758077765,3466.345627193057,0
201902181020,24.0,1925.4306034799104,3448.4028800388683,0
201902181020,26.0,1825.3418332267677,3425.075976408556,0
201902181020,28.0,1726.119465439399,3468.600095636055,0
201902181020,30.0,1730.6379466851831,3400.789154126879,0
201902181020,32.0,1726.6895292249358,3295.2657853266765,0
201902181020,34.0,1721.5917153902822,3148.6756367028524,0
201902181020,36.0,1731.4184006724256,2913.3813532016406,0
201902181020,38.0,1730.2557410573074,2738.822260607148,0
201902181020,40.0,1740.687889428433,2701.279400017813,0
201902181020,42.0,1751.3585211699062,2688.231027737803,0
201902181020,44.0,1762.0291529113797,2675.1826554577933,0
201902181020,46.0,1772.699784652853,2662.134283177784,0
201902181020,48.0,1783.3704163943262,2649.0859108977734,0
201902181020,50.0,1805.0665541836156,2625.205137080962,0
201902181020,52.0,1985.2263756848072,2458.13424283863,0
201902181020,54.0,2060.022137373254,2389.3985649200454,0
201902181020,56.0,2073.743787814244,2390.7714126902724,0
201902181020,58.0,2087.465438255233,2392.1442604605,0
201902181020,60.0,2101.187088696224,2393.517108230727,0
201902181020,62.0,2114.908739137213,2394.889956000954,0
201902181020,64.0,2234.7625470591142,2442.3757737652336,0
201902181020,66.0,2333.1253980702213,2479.998421401588,0
201902181020,68.0,2339.933723874516,2461.2662097890643,0
201902181020,70.0,2346.742049678812,2442.5339981765405,0
201902181020,72.0,2353.550375483106,2423.8017865640168,0
201902181020,74.0,2423.5655313074817,2340.926881705144,0
201902181020,76.0,2380.333073318925,2156.655845082722,0
201902181020,78.0,2153.0778407536054,2049.113136966336,0
201902181020,80.0,2041.57039635,1978.907420198127,0
201902181020,82.0,2043.2469924065945,1974.9934162731229,0
201902181020,84.0,2044.9235884631887,1971.079412348119,0
201902181020,86.0,2046.6001845197827,1967.1654084231147,0
201902181020,88.0,2048.276780576377,1963.2514044981108,0
201902181020,90.0,2049.9533766329714,1959.3374005731064,0
201902181020,92.0,2051.6299726895654,1955.4233966481029,0
201902181020,94.0,2053.3065687461594,1951.5093927230987,0
201902181020,96.0,2054.983164802754,1947.5953887980943,0
201902181020,98.0,2056.659760859348,1943.6813848730903,0
201902181020,100.0,2058.3363569159424,1939.7673809480864,0
201902181020,102.0,2060.0129529725364,1935.8533770230824,0
201902181020,104.0,2061.6895490291304,1931.9393730980785,0
201902181020,106.0,2063.366145085725,1928.0253691730743,0
201902181020,108.0,2065.042741142319,1924.1113652480703,0
201902181020,110.0,2066.7193371989133,1920.1973613230664,0
201902181020,112.0,2068.3959332555078,1916.2833573980624,0
201902181020,114.0,2070.0725293121013,1912.369353473058,0
201902181020,116.0,2071.749125368696,1908.455349548054,0
201902181020,118.0,2073.42572142529,1904.54134562305,0
201902181020,120.0,2075.1023174818843,1900.627341698046,0
201902181020,122.0,2076.7789135384783,1896.713337773042,0
201902181020,124.0,2078.4555095950727,1892.7993338480376,0
201902181020,126.0,2080.1321056516667,1888.8853299230336,0
201902181020,128.0,2098.4638860372515,1872.9201023185155,0
201902181020,130.0,2146.4606892713846,1772.0016795060828,0
201902181020,132.0,2150.1772768020483,1634.684759865459,0
201902181020,134.0,2183.3499510344955,1500.458615303104,0
201902181020,136.0,2283.797649214473,1435.2633133039535,0
201902181020,138.0,2350.542793696376,1415.9412509007698,0
201902181020,140.0,2433.2633491233337,1353.1252427983532,0
201902181020,142.0,2481.750120949614,1340.9975186456552,0
201902181020,144.0,2601.478533687079,1307.695609069446,0
201902181020,146.0,2749.8955466417738,1291.999577081012,0
